first_name,name,call_type,call_year,host_institution,project_acronym,snsf_fis,snsf_grants_before,had_snsf_grants_before,Applicant,ApplicantNumber
Nadja,CAPUS,CoG,2019,Université de Neuchâtel,RevACLaw,Applicant Project funding;2018;184896;Geheime Kommunikationsüberwachung mit Sprachmittlern||Applicant SNSF Professorships;2010;133714;Strafverfahren im Wandel: Mittelbare Beweisführung und Zeugeneinvernahmeprotokolle,2,TRUE,Capus Nadja,102036
Fabrizio,CARBONE,StG,2010,Ecole Polytechnique Fédérale de Lausanne,USED,Applicant SNSF Professorships;2009;128269;The dynamics of chemical bonds by ultrafast electron diffraction,1,TRUE,Carbone Fabrizio,511954
Luca,CARICCHI,StG,2015,Université de Genève,FEVER,Applicant Project funding;2015;162503;The architecture of subvolcanic reservoirs||Applicant Project funding;2013;150204;The fate of magma in the Earth’s crust: Plutons and volcanic eruptions,2,TRUE,Caricchi Luca,511488
Alan,CARLETON,StG,2009,Université de Genève,NEUROCHEMS,Co-applicant Sinergia;2009;127456;Understanding Brain morphogenesis: Computer Vision Morphological Feature Extraction and||Applicant SNSF Professorships;2007;119169;Maturation of adult-born interneurons and consequences on sensory perception,2,TRUE,Carleton Alan,535150
Pico,CARONI,AdG,2015,Friedrich Miescher Institute for Biomedical Research,MemoryDynamics,"Applicant Project funding;2014;160311;Circuit mechanisms of learning and memory||Applicant Project funding;2011;138471;Structural Plasticity in the Hippocampus||Co-applicant Project funding (special);2006;116766;Sammlung Schweizerischer Rechtsquellen, hsg. von der Rechtsquellenstiftung des Schweizerischen Juristenvereins||Co-applicant Project funding (special);2004;108281;Sammlung Schweizerischer Rechtsquellen, hsg. von der Rechtsquellenstiftung des Schweizerischen Juristenvereins",4,TRUE,Caroni Pico,37830
Erick,CARREIRA,AdG,2012,Eidgenössische Technische Hochschule Zürich,CHLIP,Applicant Project funding;2010;135224;Asymmetric Synthesis of Functionally Rich Molecules||Applicant Project funding;2010;132162;Amphotericin B:  Useful Probes to Elucidate Mode of Action and Novel Potent Derivatives||Applicant Project funding;2007;119838;Asymmetric Synthesis of Functionally Rich Molecules as Building Blocks for Bioactive Molecules||Applicant Project funding;2006;116341;Amphotericin B: Useful probes to elucidate mode of action and novel potent derivatives||Applicant Project funding;2004;105386;Asymmetric Synthesis of Functionally Rich Molecules as Building Blocks for Bioactive Molecules||Applicant Project funding;2001;65131;Asymmetric Synthesis of Functionally Rich Molecules as Building Blocks for Bioactive Molecules||Applicant Project funding;1999;57107;Asymmetric Synthesis of Functionally Rich Molecules as Building Blocks for Bioactive Molecules,7,TRUE,Carreira Erick,75820
Lorenzo,CASABURI,StG,2019,Universität Zürich,AGRIMKT,Applicant Eccellenza grant;2018;181127;Improving Market Access for Small Farmers: Evidence from East Africa,1,TRUE,Casaburi Lorenzo,717379
Lars-Erik,CEDERMAN,AdG,2017,Eidgenössische Technische Hochschule Zürich,NASTAC,Applicant Project funding;2014;156339;Causes and Consequences of Irredentism||Applicant Project funding;2012;143213;Ethnic Inclusion and Power-Sharing Institutions,2,TRUE,Cederman Lars-Erik,520986
Petr,CEJKA,CoG,2015,Universität Zürich,HRMECH,Applicant SNSF Professorships;2010;133636;Repair of damaged DNA by homologous recombination and related pathways,1,TRUE,Cejka Petr,503309
Michele,CERIOTTI,StG,2015,Ecole Polytechnique Fédérale de Lausanne,HBMAP,Applicant Project funding;2015;163210;Long-range Correlations in Dilute Electrolyte Solutions: Theory and Experiment||Applicant Project funding;2014;159896;Static and Dynamical Quantum Effects in Atomistic Simulations of Materials,2,TRUE,Ceriotti Michele,576062
Volkan,CEVHER,StG,2011,Ecole Polytechnique Fédérale de Lausanne,Future Proof,Applicant Project funding;2010;132548;Theory and methods for compressive sensing with graphical models,1,TRUE,Cevher Volkan,575052
Daniel,CHEN,CoG,2013,Eidgenössische Technische Hochschule Zürich,NormCommit,Applicant Project funding;2013;152768;Positive Foundations of Normative Commitments,1,TRUE,Chen Daniel,624873
Peter,CHEN,AdG,2018,Eidgenössische Technische Hochschule Zürich,BALANCE,Applicant Project funding;2017;175580;Rational Design of Catalytic Cycles||Applicant Project funding;2014;156600;Threshold CID Studies of Organic and Organometallic Reactions||Applicant Project funding;2011;137505;Spectroscopy and Design of Organometallic Catalysts||Applicant Project funding;2008;121810;Mechanistic design of catalysis||Applicant Project funding;2006;115975;Spectroscopic Signatures of Nonstochastic Dynamics||Applicant Project funding;2005;109104;Quantitative Studies of Organometallic Reactions and Homogeneous Catalysis||Applicant Project funding;2002;100129;Dissociation Dynamics of Hydrocarbon Radicals||Applicant Project funding;2002;67708;Mechanisms of Organometallic Reactions and Homogeneous Catalysis||Applicant Project funding;1999;58830;Tandem Mass/Mobility Spectrometry||Applicant Project funding;1998;53802;Photochemistry and Photophysics of hydrogen-bonded clusters,10,TRUE,Chen Peter,62712
Majed,CHERGUI,AdG,2015,Ecole Polytechnique Fédérale de Lausanne,DYNAMOX,"Applicant National Research Programmes (NRPs);2014;154056;Preparation and characterization of high efficiency hybrid organic-inorganic thin film solar cells||Applicant Project funding;2014;155893;Interplay of charge, spin and structural dynamics of metal complexes in solution: Ultrafast optical and core-level spectroscopy studies||Applicant Project funding;2012;144517;1.Interplay of charge, spin and structural dynamics of metal complexes: Ultrafast optical and core-level spectroscopy studies||Co-applicant Project funding;2011;137717;Computational simulations for ultrafast X-ray spectroscopy and diffraction of chemical and biological systems||Applicant Project funding;2011;137596;Functional dynamics of hemoproteins in physiological media investigated by picosecond and femtosecond X-ray absorption spectroscopy||Applicant Project funding;2010;135502;Interplay between solvation dynamics and intramolecular structural dynamics in solutions: Ultrafast optical and X-ray spectroscopic studies||Applicant Project funding;2009;127231;Etude de solutions physiologiques de métallo-protéines par une expérience d'abosorption X picoseconde à haute cadence||Applicant Project funding;2008;124520;Etudes ultrarapides de la dynamique de solvatation par spectroscopie optique et X||Applicant Project funding;2008;121839;Multi-dimensional non-linear UV spectroscopy for the investigation of functional protein dynamics||Applicant Project funding;2006;116533;Etudes ultrarapides optique et par rayons X de la dynamique de solvatation dans l'eau et dans les alcools||Applicant Project funding;2006;116394;Etude de solutions physiologiques de métallo-protéines par une expérience d'absorption X picoseconde à haute cadence||Applicant Project funding;2005;111990;Protein dynamics via time-resolved non-linear spectroscopy in the ultraviolet||Co-applicant Project funding;2005;111941;Spectroscopy and ultrafast dynamics of atomic bubbles and exciplexes in quantum solids||Co-applicant Project funding;2004;105333;A new time-resolved Stark-spectroscopy technique for the study of dielectric relaxation in proteins||Applicant Project funding;2004;105344;Etude en ""temps-réel"" des déformations photoinduites en phase condensée||Applicant Project funding;2004;105239;Etudes ultrarapides optique et par rayons X de la dynamique de solvatation dans l'eau et dans les alcools||Applicant Interdivisional projects;2003;101825;Ultrafast electronic and structural dynamics in retinal proteins||Co-applicant Project funding;2003;101738;A new time-resolved stark-spectroscopy technique for the study of dielectric relaxation in proteins||Applicant Project funding;2002;67912;Etude en ""temps-réel"" des déformations photoinduites en phase condensée||Co-applicant Project funding;2001;66916;Photocrystallography - Structure and electron density of photoexcited state in crystals||Co-applicant Project funding;2001;66893;A new time-resolved stark-spectroscopy technique for the study of dielectric relaxation in proteins||Applicant Project funding;2000;61897;Etude en ""temps-réel"" des déformations photoinduites en phase condensée||Co-applicant Project funding;1999;59265;Ultrafast photo-induced dynamics in retinal proteins||Co-applicant Project funding;1999;59146;Optical-X-ray pump-probe studies of ultrafast structural kinetics in chemical and biological systems||Applicant Project funding;1998;53811;Etude en ""temps-réel"" des déformations photoinduites en phase condensée",25,TRUE,Chergui Majed,54587
Matthias,CHRISTANDL,StG,2013,Eidgenössische Technische Hochschule Zürich,QMULT,Applicant SNSF Professorships;2009;128455;Theoretical Foundations of Quantum Cryptography,1,TRUE,Christandl Matthias,560952
Demetrios,CHRISTODOULOU,AdG,2009,Eidgenössische Technische Hochschule Zürich,pdecp,Applicant Project funding;2004;107569;Stability of solutions to the Einstein equations,1,TRUE,Christodoulou Demetrios,511040
Gerhard,CHRISTOFORI,SyG,2013,Universität Basel,MERIC,Co-applicant Project funding;2013;149940;The molecular signaling of endothelial cell-mediated breast cancer progression||Applicant Project funding;2012;144206;Unraveling the regulatory network of EMT and malignant tumor progression||Applicant Sinergia;2011;136274;ß-Catenin signaling in epithelial-mesenchymal transition (EMT) and malignant tumor progression||Co-applicant Project funding;2010;135690;Understanding the pathophysiology of breast cancer gene expression profiles by in vitro analysis of the tumor-stroma interaction: Characterization of the regulatory micro-RNA patterns underlying the gene expression profiles||Applicant Project funding;2009;127476;Unraveling the regulatory network of EMT and malignant tumor progression||Applicant Project funding;2005;109574;The functional role of sprouty proteins in the regulation of signal transduction and in carcinogenesis||Co-applicant Project funding;2002;68128;The role of cell adhesion molecule-mediated signaling in tumor progression||Applicant Project funding;2002;68133;The functional role of Sprouty proteins in the regulation of signal transduction and in carcinogenesis,8,TRUE,Christofori Gerhard,18919
Arnaud,COMMENT,CoG,2015,Université de Lausanne,ASSIMILES,Co-applicant Project funding;2015;163050;Assessing cardiac metabolic pathways and inflammatory responses in the ischemic-reperfused myocardium using hyperpolarized 13C metabolic MR spectroscopy and 19F-MR macrophage imaging||Applicant Project funding;2012;144424;Novel Developments in Dynamic Nuclear Polarization Methodology||Co-applicant Project funding;2011;138146;Assessing cardiac metabolic pathways in the post-ischemic heart and in progressive heart failure using hyperpolarized 13C MR||Applicant SNSF Professorships;2010;133562;Hyperpolarization techniques for biomedical applications||Applicant Project funding;2008;124901;Methodology in Dynamic Nuclear Polarization,5,TRUE,Comment Arnaud,511768
Edwin Charles,CONSTABLE,AdG,2010,Universität Basel,LiLo,Applicant Project funding;2010;132498;Applied supramolecular and nanoscale chemistry||Co-applicant Interdivisional projects;2009;126508;Dynamische Protein-Dimerisierung und Membran-Translokation||Co-applicant Project funding;2009;126465;Photoactive heavy transition metal conjugates||Co-applicant Project funding (special);2008;126143;Tracking of Phosphoinositide Pools - A Key Signalling Component in Cancer and Inflammation (EMRC/ECORES/08-EUROMEMBRANE)||Applicant Project funding;2008;122104;Supramolecular and nanoscale chemistry||Co-applicant Project funding;2007;117627;Assembly of nanometric photonicmolecular devices||Applicant Project funding;2006;113305;Supramolecular and nanoscale chemistry||Co-applicant Project funding;2005;109161;Metallomacrocyclic and metallodendrimer-functionalized polymeric nanomolecules||Applicant Project funding;2004;105443;Functional supramolecular chemistry||Co-applicant Project funding;2004;105305;Funktionelle Oberflächen von Clustern und anorganischen Polymeren||Co-applicant Project funding;2003;102073;Programmed assembly of multicluster and organometallic nanomolecules||Applicant Project funding;2002;100350;Metallosupramolecular chemistry||Co-applicant National Research Programmes (NRPs);1999;57513;Local switching and read-out of functional supramolecular assemblies by scanning probe methods||Applicant Project funding;1998;55346;Metallosupramolecular chemistry,14,TRUE,Constable Edwin Charles,124167
Roberto,COPPARI,CoG,2013,Université de Genève,LifeWithoutInsulin,"Applicant Project funding;2012;146533;Energy Intake, SIRT6 & Cancer",1,TRUE,Coppari Roberto,602297
Anne‐Clemence,CORMINBOEUF,StG,2012,Ecole Polytechnique Fédérale de Lausanne,comporel,Applicant Project funding;2011;137529;Structure-property relationships of extended electronic systems: A quantum chemical perspective||Applicant Project funding;2008;121577;Structure-property relationships of extended electronic systems: A quantum chemical perspective,2,TRUE,Corminboeuf Clemence,504020
Jacob,CORN,SyG,2019,Eidgenössische Technische Hochschule Zürich,DDREAMM,Applicant Project funding;2019;188858;Molecular mechanisms of human genome editing,1,TRUE,Corn Jacob,726085
Guy Richard,CORNELIS,AdG,2011,Universität Basel,CAPCAN,Applicant Project funding;2009;128659;Study of the molecular mechanisms of Yersinia and Capnocytophaga infections||Applicant Sinergia;2008;125110;Unravelling the structure of the Yersinia Ysc injectisome||Applicant Project funding;2006;113333;Study of the molecular mechanisms of Yersinia and Capnocytophaga infections||Applicant Project funding;2001;65393;Molecular and cell biology of the Yersinia infections,4,TRUE,Cornelis Guy Richard,126817
